,T_004,T_005,T_010,T_011,T_018,T_019,T_025,T_026,T_031,T_032,T_038,T_039,T_042,T_043,T_045,T_046,T_048,T_049,T_051,T_052,T_053,T_054,T_056,T_057,T_059,T_060,T_061,T_062,T_063,T_064,T_066,T_067,T_069,T_070,T_071,T_072,T_074,T_075,T_077,T_078,T_080,T_081,T_082,T_083,T_084,T_085,T_087,T_088,T_090,T_091,T_093,T_094,T_096,T_097,T_098,T_099,T_101,T_102
hsa-miR-1179,1.806307222,1.642378055,5.844359944,5.053953339,3.233847088,3.460901185,4.046907628,4.049120946,5.469205791,7.239628516,3.17626913,3.674936228,1.966917228,6.676906078,2.11339216,3.867708527,4.922622033,4.661850785,5.352209401,5.112161445,2.327168651,3.739721931,3.831651737,10.71807958,2.979210666,4.969283336,4.067058421,9.861061376,8.183773106,2.597690159,5.603298141,4.20766855,7.995619079,10.5188191,1.635921626,4.848188678,3.915905293,10.11479162,3.42724682,2.769021591,6.174499,6.093405526,2.715828395,6.718953201,29.91045785,4.018241005,3.382964426,3.86005575,4.179509148,4.557588421,8.470058748,3.271152142,2.95912612,5.898247287,3.353798831,3.291555403,3.063238246,4.1176056
hsa-miR-1180-3p,20.1102204,4.479212878,17.08351368,12.05173488,9.995527361,10.64892672,8.212841952,4.601273802,21.19317244,8.47190571,5.67190916,5.272734587,61.30225361,10.81658785,8.778705894,12.82450722,13.78334169,11.32163762,17.0925397,16.18851124,24.51284312,7.894968522,19.7056375,15.69433081,17.57734293,8.791808978,17.24993744,10.98163653,9.607037994,3.030638519,34.68708373,8.765976145,15.69510412,11.57070101,11.91885756,7.647846928,21.63377186,11.23865735,23.70512384,7.153305776,95.17764312,8.287031515,12.41521552,7.733134816,56.43262164,12.9820094,12.17867193,11.79461479,37.61558233,11.8497299,18.48012818,3.271152142,37.34897022,10.41409287,22.73130319,9.87466621,50.54343106,13.3822182
hsa-miR-1180-5p,1.68588674,2.090299343,0,0,0,0.532446336,0,2.944815233,0,1.540346493,0,1.278238688,0,0,0,2.035636067,2.215179915,1.664946709,0,1.171536998,2.016879498,0,0,2.296731338,0,0,0,1.344690188,0,0,0.533647442,1.753195229,0,0.350627303,0,1.911961732,0.962927531,4.495462942,3.42724682,0,0,1.949889768,1.357914197,0,0,0,1.35318577,1.501132792,0,0,1.540010681,1.090384047,0,1.105921366,0,0,0,0
hsa-miR-1181,0,0,0,0.777531283,0,0,0,0,0.455767149,0,0,1.278238688,1.966917228,1.201843094,0,0,0,0,0,1.384543725,0,0,0,0.765577113,0,0,0,0,0,0,0,0,0,0,0,0.819412171,1.091317869,0,13.70898728,0,3.764938415,0,0,0,1.285214986,0,0,0,0,0,2.002013886,0,1.439574869,0,0,0,1.531619123,1.911745457
hsa-miR-1182,0,0.74653548,0,0,0,0,0,0,0,0,0,1.59779836,0,0.667690608,0,1.628508854,1.969048813,0,0,0,0,0,0,0,0,1.146757693,1.682920726,0,0,0,0,1.051917137,0,0,0,1.297402604,1.54068405,3.371597206,0,0,2.108365512,0,1.357914197,1.267727019,0,0,0,0,0,0,1.386009613,0,1.199645724,1.290241594,0,0,0,1.470573429
hsa-miR-1183,2.769671074,2.388913535,1.798264598,2.332593849,6.467694175,16.23961325,1.666373729,5.153426658,3.190370045,12.78487589,5.898785526,19.65291983,13.7684206,5.875677349,3.413941181,3.867708527,6.891670846,26.13966333,6.733424731,23.64374668,4.964626456,26.17805352,8.484371703,10.33529102,7.448026666,14.90785001,8.414603629,5.602875782,6.760508218,25.32747905,7.737887908,28.40176271,6.514948879,21.03763821,6.543686503,78.52699971,24.97192064,37.08756927,5.14087023,56.76494261,3.313145805,34.48867527,13.77312972,62.75248744,44.39833587,18.23663225,8.119114622,67.55097563,6.269263722,53.77954337,4.774033112,21.80768095,4.078795462,10.41409287,5.589664719,3.590787713,5.207505019,29.26441123
hsa-miR-1185-1-3p,6.863967443,3.583370302,13.03741834,8.552844112,14.69930494,3.993347521,30.23278052,3.496968089,1.367301448,6.931559217,2.041887298,6.071633767,3.933834456,5.608601106,4.551921575,2.849890494,5.414884236,5.49432414,1.553867246,7.987752257,0.93086746,4.986295909,1.368447049,4.976251231,2.6812896,5.160409618,5.329248965,5.37876075,4.981427108,5.411854499,5.069650699,5.259585687,7.403350999,1.05188191,2.337030894,4.438482592,5.007223161,2.247731471,3.712850721,9.691575568,0.903585219,4.021647647,2.133865167,3.169317548,1.75256589,3.400050081,7.442521737,6.218978709,6.96584858,0.911517684,4.928034181,6.542304284,21.7535758,4.608005693,2.608510202,2.992323094,1.99110486,5.588179028
hsa-miR-1185-2-3p,1.926727703,1.642378055,0,0,0,0,9.760188986,0.92025476,0.227883575,1.540346493,0,2.716257212,0,1.068304973,0,0,0,1.331957367,0,1.704053815,0,2.285385625,0,0,0,1.529010257,2.103650907,0.896460125,1.423264888,2.814164339,2.134589768,0,0.59226808,0,0,1.638824342,2.632001918,1.123865735,0,0,1.054182756,0.853076774,0,0,0,0,3.382964426,2.144475417,0,1.823035368,2.156014954,1.635576071,6.797992437,0.921601139,0,0,0,1.764688114
hsa-miR-1185-5p,7.345649369,7.166740605,10.78958759,7.386547187,6.467694175,8.25291821,21.42480509,4.785324754,0.911534299,5.699282023,2.949392763,5.911853931,2.294736766,5.07444862,3.901647064,3.867708527,4.922622033,4.328861443,2.071822994,5.538174898,2.172024074,4.778533579,1.642136459,3.445097006,1.489605333,6.307167311,2.524381089,3.5858405,1.77908111,11.47313154,2.935060931,3.857029504,4.738144639,3.506273034,2.337030894,4.50676694,3.659124618,1.123865735,1.142415607,4.384284185,1.054182756,2.681098431,1.55190194,3.296090249,1.869403616,2.781859157,2.029778655,3.216713125,2.786339432,1.823035368,4.004027772,3.271152142,13.11612659,4.608005693,2.981154517,4.488484641,3.063238246,3.0882042
hsa-miR-1197,1.204204815,0,0,0,0,0,2.142480509,0,0,1.848415791,0,0,0,0.267076243,1.950823532,0,2.338245466,0.665978684,1.035911497,0,0,0,0,0,0,0,1.682920726,0,0.711632444,0,0,0,0,0,0,1.229118256,1.669074387,0,0,0.923007197,0,0,1.163926455,0,1.518890438,1.54547731,0,0,0,0,0,0.545192024,4.318724607,0,0,0,0,2.205860143
hsa-miR-1199-3p,3.010512036,0,1.798264598,0.388765641,4.115805384,2.662231681,0,0,0,0,0,0,2.294736766,1.068304973,1.788254904,0,0,0,0,1.065033634,5.740349339,0,3.284272917,1.148365669,0,0,0,0,0,0,0,0,0,1.402509214,0,1.160833909,0.962927531,0,7.425701443,5.307291382,2.560158122,1.828021658,0,0,32.13037464,1.54547731,1.35318577,2.358922958,0,0,0,0,1.039692961,1.843202277,0,0,2.450590597,1.617630771
hsa-miR-1199-5p,8.068172258,3.135449015,6.743492243,5.053953339,2.64587489,3.727124353,1.428320339,2.576713329,2.96248647,1.848415791,1.815010931,1.757578196,2.622556304,3.605529282,3.576509809,5.699780988,1.722917712,2.663914734,3.970994072,4.260134537,2.172024074,1.246573977,4.652719966,2.296731338,2.383368533,1.720136539,2.664624482,3.5858405,2.846529776,2.814164339,1.867766047,5.259585687,0.88840212,3.155645731,2.804437073,2.389952165,1.476488881,1.123865735,5.712078033,5.768794981,4.216731024,3.290438984,2.521840652,2.281908634,1.75256589,4.945527391,2.029778655,4.503398375,4.876094006,1.823035368,8.778060884,5.451920237,2.399291449,3.317764099,4.09908746,1.496161547,1.684781035,3.970548257
hsa-miR-1200,1.565466259,2.687527727,0.899132299,1.555062566,1.763916593,0,1.547347034,0,0,2.002450441,1.361258198,2.556477376,3.606014918,1.201843094,1.463117649,1.22138164,2.707442118,1.331957367,1.208563413,1.278040361,2.637457805,0,1.094757639,0,1.489605333,1.720136539,1.402433938,1.568805219,2.490713554,1.73179344,1.867766047,0.701278092,0,0,0.701109268,2.116814775,2.952977762,4.495462942,0,2.99977339,1.656572902,2.193625989,1.357914197,1.394499721,2.336754519,2.163668234,3.382964426,2.144475417,0,4.557588421,1.848012818,1.090384047,1.679504014,1.65888205,0,0.598464619,1.225295299,2.0588028
hsa-miR-1202,3.130932518,2.388913535,2.247830748,0.777531283,3.233847088,0,1.547347034,2.208611425,2.050952172,2.15648509,2.722516397,1.757578196,3.27819538,1.201843094,2.601098043,2.849890494,2.338245466,2.663914734,1.553867246,1.171536998,2.172024074,2.077623295,0,2.296731338,1.7875264,0,1.963407513,0,2.134897332,0.86589672,0,1.402556183,1.77680424,0,1.168515447,1.707108689,1.476488881,2.247731471,3.141642918,1.846014394,2.710755658,1.462417326,2.133865167,2.535454038,2.453592245,2.163668234,0.676592885,1.28668525,0,3.646070737,2.772019227,2.725960118,1.839456777,1.19808148,0,1.795393856,1.531619123,3.529376229
hsa-miR-1203,0,8.659811564,1.348698449,0.388765641,1.469930494,1.33111584,1.428320339,2.392662377,1.139417873,2.618589038,0,1.438018524,1.63909769,2.403686188,1.137980394,4.274835741,2.092114364,1.331957367,2.935082575,1.171536998,2.327168651,1.246573977,3.557962327,1.913942781,3.872973866,2.102389104,2.243894301,3.5858405,1.77908111,2.381215979,2.401413489,1.753195229,3.553608479,2.454391124,0,2.936226946,2.118440568,12.36252309,3.998454623,5.538043182,3.011950732,2.3154941,2.715828395,1.394499721,2.920943149,4.018241005,4.059557311,1.930027875,4.179509148,3.646070737,1.540010681,2.180768095,1.599527632,2.027522505,2.608510202,0,2.144266772,2.499974829
hsa-miR-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975411766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962927531,0,0,2.538269792,0,1.218681105,0,0,0,1.236381848,2.029778655,0.643342625,0,0,0,0,0,1.013761253,0,0,0,0
hsa-miR-1205,1.926727703,2.687527727,0.899132299,0,0.881958297,3.194678017,1.19026695,4.785324754,1.595185022,2.772623687,2.268763664,2.077137868,0,1.869533702,0.487705883,3.257017707,3.199704322,2.330925393,9.323203473,6.070691715,3.568325265,4.15524659,1.642136459,0,4.170894933,2.293515386,0,0.672345094,1.423264888,3.247112699,1.334118605,4.908946641,2.36907232,1.402509214,0.701109268,3.345933031,1.091317869,2.247731471,0,5.076539583,1.054182756,1.584285437,2.133865167,5.451226182,1.285214986,1.236381848,0.676592885,4.074503292,2.089754574,6.38062379,1.540010681,2.180768095,2.239338685,3.041283758,5.962309033,3.890020022,0,2.352917486
hsa-miR-1206,2.528830111,0,0.899132299,0,0.587972198,3.727124353,1.428320339,3.681019041,0.227883575,0,1.134381832,0.79889918,0,0.934766851,0,0.203563607,0,0,1.208563413,1.171536998,2.327168651,0,2.189515278,0,0,0,1.402433938,2.017035281,1.067448666,0,4.002355815,2.103834275,0,1.402509214,1.168515447,1.433971299,1.412293712,0,0,0,0,2.924834652,0,0,2.453592245,0,0.676592885,2.144475417,0,0,2.310016022,0,1.99940954,1.935362391,7.825530606,1.795393856,0,1.764688114
hsa-miR-1207-5p,0,1.493070959,0,0,0,0,1.547347034,0,1.367301448,1.694381142,0,0,0,0,0,0,1.353721059,0.832473354,1.553867246,0,0,0,0,0,0,0,0,0,2.490713554,0,0,0,0,0,0,1.229118256,1.476488881,1.123865735,0,0,0,0,1.163926455,1.394499721,0,0,0,0,0,0,0,1.090384047,1.439574869,0,0,0,0,0
hsa-miR-1208,39.01623599,71.21948476,17.08351368,20.21581335,4.997763681,207.1216247,27.61419323,177.9772707,21.19317244,145.1006396,28.58642217,86.44089127,55.40150192,34.98698785,3.739078436,40.10203052,47.50330262,121.2081204,61.11877833,176.7955833,59.73066204,194.4655404,14.50553872,15.69433081,104.8682155,49.31058079,46.56080675,38.09955532,9.251221772,109.5359351,13.87483349,96.07509855,2.66520636,32.95896652,11.91885756,151.9326733,13.48098543,65.18421266,9.424928755,87.91643551,7.981669439,252.6325931,49.85484982,202.9630957,57.36732345,101.3833115,20.29778655,151.3999644,29.95314889,206.9145143,116.1168054,177.1874077,25.59244212,146.534581,176.6334051,263.3244323,11.1808196,93.08729803
hsa-miR-122-3p,282.62687,1821.397263,571.8481422,1681.022634,923.9983087,2805.725968,901.746241,3160.891051,2497.603978,2662.642947,3709.882343,2959.921462,745.4616294,2742.605941,605.0804322,2837.880241,1771.159408,3276.115639,2030.386534,2179.165319,1465.805961,3087.348217,3086.121784,2826.127911,1760.713504,2840.709931,449.4800772,1898.47843,869.2590304,2501.359149,597.9519587,3506.741097,819.4028885,3526.609418,159.385507,2622.392084,681.9452775,3321.023248,87.96600171,1535.653224,344.7177612,1871.650441,756.9401712,2872.542652,1.285214986,1699.715945,872.8048219,2325.040247,829.6325658,971.6778514,611.6922427,1046.223493,1542.264543,4910.475187,1684.352302,3559.966785,263.5916511,3949.666114
hsa-miR-122-5p,20998.44187,371991.4628,187818.8468,516947.8937,50143.15098,269932.7217,59312.90652,365055.4928,369232.4637,278731.8592,407122.1526,229960.4127,82449.892,288421.7777,33220.41136,192345.2163,199099.3862,402619.0781,438383.2428,257871.9077,204949.7093,291839.589,318541.3565,469119.6249,392760.9611,331270.0108,54506.43647,315312.1439,172832.0368,144658.4378,61175.7418,403881.1304,156484.0378,380324.0335,52112.51709,285537.5547,98521.67356,338097.0247,33959.16072,182297.8442,102289.0094,246588.9098,332108.373,370292.1598,178.9953962,403926.2588,466096.0429,228884.1502,463952.6822,433687.3529,74604.12345,1009853.734,129876.9251,280938.7714,110636.9791,302760.2583,43289.98922,200787.6842
hsa-miR-1224-3p,2.528830111,2.090299343,2.247830748,0.777531283,2.64587489,0,1.309293644,0,3.874020769,2.15648509,1.134381832,2.236917704,3.933834456,1.869533702,1.950823532,0,2.584376567,1.83144138,2.762430659,1.384543725,2.016879498,0.831049318,0,0,2.979210666,0.764505129,1.682920726,0,1.77908111,1.0823709,0,0,1.18453616,0,0,2.321667817,1.925855062,1.123865735,0,1.615262595,3.011950732,2.071757879,1.745889682,2.155135932,5.024022217,1.854572772,2.706371541,1.930027875,0,3.646070737,1.386009613,1.635576071,2.399291449,1.65888205,0.745288629,2.094626166,1.072133386,1.323516086
hsa-miR-1224-5p,2.528830111,5.225748358,4.495661496,7.386547187,6.173708076,3.727124353,2.499560594,3.128866185,2.050952172,3.696831583,2.49564003,3.674936228,4.91729307,4.006143647,3.413941181,4.681962954,2.338245466,4.162366772,3.62569024,2.982094176,3.258036111,2.285385625,5.473788195,3.445097006,5.958421332,3.822525643,2.94511127,3.809955532,3.55816222,3.680061059,5.069650699,2.805112366,3.257474439,3.856900338,3.97295252,4.370198245,4.493661812,4.495462942,12.28096777,10.61458276,7.680474366,4.387251978,2.32785291,3.042544846,6.309237203,8.345577472,10.14889328,5.146741,10.44877287,7.292141474,2.156014954,2.725960118,3.199055265,3.317764099,4.84437609,3.890020022,2.756914422,4.1176056
hsa-miR-1225-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765577113,0,0,0,0,0,0,0,0,0,0,0,0.751127823,1.0271227,0,3.998454623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799763816,0.921601139,0,0,0,0
hsa-miR-1226-3p,2.047148185,3.135449015,4.945227645,4.276422056,1.763916593,2.928454849,3.927880933,1.104305712,3.874020769,2.002450441,3.630021862,2.39669754,7.212029836,2.53722431,6.177607851,2.44276328,2.584376567,1.83144138,5.352209401,3.72761772,3.723469842,1.869860966,1.368447049,1.148365669,1.489605333,2.102389104,3.365841452,2.241150313,2.134897332,3.247112699,6.670593025,2.103834275,3.553608479,1.402509214,9.348123575,2.25338347,4.814637655,1.123865735,6.568889738,3.230525189,22.74022802,2.43736221,2.133865167,1.774817827,2.219916793,2.781859157,2.706371541,2.358922958,3.48292429,4.557588421,2.772019227,1.635576071,4.238748226,2.580483188,8.198174921,3.291555403,35.07407792,6.470523086
hsa-miR-1226-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400614365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160833909,1.155513037,0,0,0,0,0,0,1.394499721,0,0,0,0,0,0,0,0,1.199645724,0,0,0,0,1.470573429
hsa-miR-1227-3p,0,0,0,0,0,0,0,0,0,0,0,1.278238688,0,0,0,0,1.969048813,0,0,0,2.016879498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092549561,0.834537194,0,0,0,0,0,1.55190194,0,0,0,0,0,0,0,1.540010681,0,1.599527632,0,0,0,0,0
hsa-miR-1227-5p,3.371773481,2.388913535,5.394793795,0,1.763916593,0,1.19026695,2.024560473,2.96248647,2.15648509,4.083774595,1.917358032,0,3.471991161,1.625686277,3.257017707,3.568900974,2.164430722,2.589778743,1.597550451,2.016879498,2.493147954,4.926409376,2.679519894,2.979210666,2.484641668,1.682920726,0.896460125,1.423264888,3.463586879,1.867766047,2.103834275,0.88840212,0,1.635921626,3.345933031,2.118440568,2.247731471,4.284058525,5.307291382,2.108365512,2.43736221,2.715828395,2.155135932,2.687267697,3.400050081,7.442521737,2.5733705,0,0,1.848012818,2.180768095,2.159362304,2.672643302,3.353798831,4.488484641,0,4.1176056
hsa-miR-1228-3p,0,0,0,3.498890773,0,0,0,1.840509521,3.646137194,0,1.588134565,0,1.966917228,1.335381216,0,2.646326887,0,0,2.071822994,2.130067269,1.086012037,0.20776233,0,0,0.297921067,0,0,0.672345094,0,1.29884508,2.66823721,0.701278092,0.59226808,0,1.402218536,1.297402604,2.0542454,0,0,0,1.204780293,1.218681105,0,0,1.16837726,0,0.676592885,1.072237708,0,1.823035368,0,0,1.199645724,0,7.080241977,1.496161547,2.910076334,1.0294014
hsa-miR-1229-3p,1.565466259,0,1.348698449,0.777531283,7.64363857,0,0,1.840509521,2.050952172,1.540346493,0,0,2.950375842,0.667690608,0,0,0,0.998968025,2.589778743,0,1.861734921,0.831049318,0,0,0,0,0,0,0,0,0,0,1.4806702,0,2.337030894,1.092549561,1.091317869,0,0,0,0,0,0,1.394499721,1.635728164,0,0,0,0,0,0,1.090384047,1.199645724,1.290241594,13.41519532,0,7.198609879,2.205860143
hsa-miR-1229-5p,0,1.493070959,0,0.777531283,0,1.597339008,0,2.208611425,1.823068597,2.310519739,0,0,1.311278152,0,0.812843138,1.424945247,1.230655508,1.664946709,0,0,0,1.454336307,0,0.765577113,0,0,0,0,0,0,0,1.753195229,2.9613404,3.506273034,2.337030894,1.570539994,2.246830906,4.495462942,3.141642918,2.99977339,1.505975366,0,1.55190194,1.774817827,0.467350904,2.163668234,0,0,0,0,0,1.635576071,1.439574869,1.843202277,0,0,1.531619123,0
hsa-miR-1231,1.324625296,2.090299343,0.899132299,0.777531283,4.409791483,6.655579201,1.904427119,2.576713329,2.050952172,6.31542062,2.49564003,5.592294259,3.933834456,2.804300553,3.088803926,2.44276328,2.461311017,8.324733545,2.935082575,5.857684989,2.947746958,8.102730851,2.189515278,5.741828344,3.872973866,4.969283336,2.804867876,1.79292025,4.269794664,6.710699579,3.468708373,7.012780916,4.145876559,5.960664159,1.168515447,4.711619982,2.632001918,1.123865735,1.999227312,3.461276989,1.957767976,4.021647647,1.55190194,4.944135374,2.920943149,3.400050081,3.382964426,3.86005575,0.696584858,3.646070737,1.69401175,3.271152142,1.359598487,1.843202277,1.863221573,1.496161547,2.450590597,8.823440571
hsa-miR-1233-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353721059,0,0,2.023563905,1.861734921,0,0,0,0,0,0,1.568805219,0,0,1.067294884,0,0,0,0,1.229118256,1.219708206,0,0,0,2.258963049,1.340549216,0.969938712,0,0,0,0,1.501132792,0,0,0,0,1.199645724,1.474561822,0.745288629,0,0,0
hsa-miR-1234-3p,1.204204815,2.836834823,0.44956615,1.555062566,2.64587489,1.064892672,1.785400424,6.073681418,0.911534299,1.848415791,0.226876366,1.757578196,3.27819538,1.869533702,0,1.424945247,2.338245466,1.997936051,2.071822994,2.662584086,0,2.700910284,2.463204688,0,0.8937632,0,1.682920726,0.448230063,0.355816222,1.0823709,0.533647442,2.805112366,1.18453616,2.805018428,0.934812358,2.116814775,1.54068405,1.123865735,0,0,0,3.168570873,3.297791622,1.901590529,7.24393901,0,2.029778655,3.002265584,2.089754574,1.823035368,1.232008545,0.545192024,1.99940954,2.211842733,4.09908746,1.196929238,0.765809562,2.0588028
